Date,News,
2016-09-26,Microsoft agrees to plug Renault-Nissan cars into the cloud http://bloom.bg/2cy1653 pic.twitter.com/iYCgRil9Ak,
2016-09-26,"BREAKING: Microsoft seen as possible Twitter bidder, Disney also looking; Facebook not likely interested; sale seen accelerating – sources",
2016-09-26,"Disney, Microsoft among possible Twitter suitors: reports http://reut.rs/2dbMB59 pic.twitter.com/GWz6Ockn9g",
2016-09-27,Wall Street climbs in wake of first presidential face-off,
2016-09-27,"US STOCKS-Wall St rises as tech, discretionary stocks gain",
2016-09-27,US STOCKS-Wall Street climbs in wake of first presidential face-off,
2016-09-27,US STOCKS-Wall Street rises in wake of first presidential face-off,
2016-09-29,Vestager says EU may review small but data-rich M&A deals,
2016-09-29,"Google rebrands cloud business, adds more artificial intelligence",
2016-09-29,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",
2016-10-01,Zara owner Ortega buys $550 million Madrid skyscraper,
2016-10-04,Exclusive: Yahoo secretly scanned customer emails for U.S. intelligence: sources,
2016-10-04,Yahoo secretly scanned customer emails for US intelligence-sources,
2016-10-05,CORRECTED-UPDATE 3-U.S. activist Elliott urges overhaul at Samsung Electronics,
2016-10-07,Nortel units seek more time for talks to split $7.3 billion,
2016-10-07,Twitter sale tweetstorm comes with direct message,
2016-10-09,India under pressure on HFCs as world seeks third climate accord,
2016-10-12,Nortel settles fight to divvy up $7.3 bln from liquidation,
2016-10-12,US STOCKS-Wall St rises ahead of Fed minutes,
2016-10-12,Sony enters virtual reality race with PlayStation VR headset,
2016-10-12,Nokia sets new record for submarine cable capacity as demand jumps,
2016-10-12,Dubai's Emirates NBD joins India's ICICI on blockchain project,
2016-10-12,"US STOCKS-S&P, Dow pare losses; tech stocks drag down Nasdaq",
2016-10-12,Nortel settles fight to divvy up $7.3 billion from liquidation,
2016-10-13,Samsung Vietnam says no cuts in jobs this year despite Note 7 woes,
2016-10-13,CORRECTED-Samsung Vietnam says no cuts in jobs this year despite Note 7 woes,
2016-10-14,Investors seek profit turnaround to drive stocks higher,
2016-10-14,Wall St Week Ahead-Investors seek profit turnaround to drive stocks higher,
2016-10-14,US STOCKS-Financial stocks lift Wall St as bank earnings beat,
2016-10-14,Microsoft seeks EU approval for LinkedIn buy,
2016-10-19,Salesforce target Tableau explored sale earlier this year -sources,
2016-10-19,Salesforce target Tableau explored sale earlier this year: sources,
2016-10-20,Motor racing: Hamilton lays on the charm after Suzuka storm,
2016-10-20,Microsoft shares hit high as cloud business flies above estimates,
2016-10-20,"US STOCKS-AmEx leads Wall St recovery, tech stocks weigh on Nasdaq",
2016-10-20,US STOCKS-Wall St falls as weak earnings dent optimism; oil drags,
2016-10-20,Microsoft adjusted revenue rises 3.1 pct,
2016-10-21,Wall Street ends little changed; Microsoft hits record,
2016-10-21,"US STOCKS-Health, energy stocks hit Wall St, Microsoft lifts Nasdaq",
2016-10-21,US STOCKS-Wall St ends little changed; Microsoft hits record,
2016-10-21,US STOCKS-Wall St drops on bleak GE outlook; Microsoft blunts losses,
2016-10-21,US STOCKS-Futures dip as investors assess earnings,
2016-10-21,GLOBAL MARKETS-Dollar hits 8-month high; stocks post weekly gain,
2016-10-21,Dollar hits eight-month high; stocks post weekly gain,
2016-10-21,"US STOCKS-Wall St set to open lower, weighed down by GE",
2016-10-21,GLOBAL MARKETS-Dollar hits 8-month high; stocks set for weekly gain,
2016-10-24,US STOCKS-Wall St set to open higher as M&A activity boosts confidence,
2016-10-24,"GLOBAL MARKETS-Asian stocks eke out gains, dollar nears a 9-month high",
2016-10-24,US STOCKS-S&P hits two-week high on strong earnings; M&A supports,
2016-10-24,S&P hits two-week high on strong earnings; M&A supports,
2016-10-24,US STOCKS-Earnings lift S&P to two-week high; M&A supports,
2016-10-24,CORRECTED-US STOCKS-Futures rise as flurry of deal activity boosts confidence,
2016-10-25,Bill Gates foundation gives $210 million to Seattle-based university,
2016-10-25,Nissan-Renault says open to partnerships to develop new car technologies,
2016-10-25,Cox: AT&T opens itself up to activist attack,
2016-10-26,U.S. FCC chairman wants more industry action on robocalls,
2016-10-26,Privacy group launches legal challenge against EU-U.S. data pact: sources,
2016-10-27,"Apple adds touch screen keys to MacBook Pro, price jump startles some",
2016-10-27,Privacy group launches legal challenge against EU-U.S. data pact,
2016-10-27,"Google parent Alphabet profit surges on mobile, video ads",
2016-10-27,Tech privacy ally Feingold leads in Wisconsin Senate race,
2016-10-27,Tech privacy ally Feingold leads in Wisconsin U.S. Senate race,
2016-10-28,Google tries new approach with voice on Pixel phone,
2016-10-28,"Clinton holds lead, but pollsters say their job is harder",
2016-10-31,Microsoft is giving away a new server design http://bloom.bg/2e4Lylb pic.twitter.com/RS0l9Kv7Gm,
2016-11-01,Microsoft says Russia-linked hackers exploiting Windows flaw http://reut.rs/2fb5OnP ,
2016-11-01,Microsoft says Russia-linked hackers exploiting Windows flaw,
2016-11-01,BREAKING: Microsoft says hacking group previously linked to Russian govt. is exploiting Windows flaw; will issue patch on Nov. 8 - Reuters,
2016-11-01,Microsoft says Russia-linked hackers exploiting Windows flaw http://cnb.cx/2fsJ1aF ,
2016-11-01,Microsoft says Russia-linked hackers have been exploiting a newly discovered flaw in Windows: http://reut.rs/2eRYsal pic.twitter.com/OBEH1TuotP,
2016-11-02,EU-U.S. personal data pact faces second legal challenge from privacy groups,
2016-11-02,"Microsoft launches messaging system for businesses, takes on Slack",
2016-11-02,Microsoft introduces a Slack rival to lure business-chat customers http://bloom.bg/2ee4L41 pic.twitter.com/3joiPX8Vqf,
2016-11-02,Microsoft says a hacking group has targeted Windows and Adobe Flash http://bloom.bg/2ebJp7A pic.twitter.com/6qxi8meBWb,
2016-11-02,Microsoft launches ‘Teams’ work collaboration service http://on.wsj.com/2eV7Rhi,
2016-11-02,Microsoft says Russian hackers exploited flaw in Windows http://on.wsj.com/2fbq6Ob,
2016-11-02,"Microsoft announces Slack rival, Teams http://cnb.cx/2fvz4co ",
2016-11-02,WE'RE LIVE: Has Microsoft outsmarted Apple?  http://bloom.bg/2eo5ymo pic.twitter.com/dZoArhMxln,
2016-11-02,Microsoft says Russia-linked hackers exploiting Windows flaw http://reut.rs/2ey5RZm pic.twitter.com/PJKC6LCGDb,
2016-11-03,Op-Ed: Why Slack may live to regret its smarmy letter to Microsoft http://cnb.cx/2fiTO3K  via @cnbcopinion,
2016-11-03,Slack shows it’s worried about Microsoft Teams with a full-page newspaper ad http://cnb.cx/2fiiXLT  via @cnbctech,
2016-11-03,Google formally rejects EU antitrust charges,
2016-11-04,Hong Kong can stand up to Jack Ma,
2016-11-04,Investors smell profit in marijuana ballot measures,
2016-11-07,"Janet Reno, first U.S. woman attorney general, dies at 78",
2016-11-07,US STOCKS-Wall St set to rally at open after FBI clears Clinton,
2016-11-07,US STOCKS-Futures rally as FBI clears Clinton,
2016-11-07,How LinkedIn drove a wedge between Microsoft and Salesforce http://cnb.cx/2fw4Ena  via @cnbctech,
2016-11-09,Credit markets calm after Trump wins White House,
2016-11-09,Kenya teachers seek to follow Uganda and ban UK-backed private schools,
2016-11-09,"Fed worries aside, Trump presidency may bode well for dollar",
2016-11-09,Republicans make gains in U.S. governors' races,
2016-11-09,Irish commercial property surge will make room for Brexit- report,
2016-11-10,Google lawyer says Android helps rather than harms competition,
2016-11-10,Microsoft shows web searches could boost early detection of lung cancer http://bloom.bg/2eNX6Nv pic.twitter.com/RLBAlNfF0o,
2016-11-10,US STOCKS-Wall St set to open higher as investors cheer Trump win,
2016-11-10,US STOCKS-Futures rise day after Trump wins U.S. election,
2016-11-10,Tech stocks drop as Wall Street focuses on Trump stimulus,
2016-11-14,US STOCKS-Wall St down as tech drag offsets financial sector's rise,
2016-11-14,US STOCKS-Wall St falls as tech drags; investors eye Trump policies,
2016-11-14,US STOCKS-Wall St ends flat as financials' rise offsets tech drop,
2016-11-14,Wall Street ends flat as financials' rise offsets tech drop,
2016-11-15,"GLOBAL MARKETS-Oil rallies on output cut bets; U.S. yields, dollar steady",
2016-11-15,Singapore sees Brexit as chance to recruit London's FinTech talent,
2016-11-15,Facebook's WhatsApp adds secure video calling amid privacy concerns,
2016-11-15,"GLOBAL MARKETS-Oil rallies on output cut bets; tech, energy lead stocks up",
2016-11-15,"Nokia says telecoms gear market tough, but outpacing Ericsson",
2016-11-15,"GLOBAL MARKETS-Oil rallies on OPEC deal bets; tech, energy boost stocks",
2016-11-16,Microsoft offers EU concessions over its $26 billion LinkedIn bid,
2016-11-16,Microsoft offers EU concessions over its $26 bln LinkedIn bid,
2016-11-16,Singapore sees Brexit as chance to lure FinTech talent from London,
2016-11-17,"Salesforce's revenue forecast beats estimates, shares rise",
2016-11-17,"REFILE-UPDATE 2-Salesforce's revenue forecast beats estimates, shares rise",
2016-11-17,US STOCKS-S&P 500 index climbs after Yellen remarks boost bank stocks,
2016-11-17,US STOCKS-S&P higher as Yellen remarks boost bank stocks,
2016-11-19,Former Clippers owner Sterling settles lawsuit,
2016-11-21,US STOCKS-Nasdaq hits record high as Wall St rises with oil prices,
2016-11-21,"REFILE-Analysis: Tech worker visas face uncertain future under Trump, Sessions",
2016-11-21,CORRECTED-Alibaba Cloud stretches global reach with four new facilities,
2016-11-21,Alibaba Cloud stretches global reach with four new facilities,
2016-11-21,"Tech worker visas face uncertain future under Trump, Sessions",
2016-11-21,"Microsoft offers EU hardware, software LinkedIn concessions: sources",
2016-11-23,"US STOCKS-Industrials lift Dow to record, techs drag S&P and Nasdaq",
2016-11-23,Exclusive: Microsoft set to win EU approval for LinkedIn buy: sources,
2016-11-23,Obama presents final Medal of Freedom honors,
2016-11-25,Japan plans supercomputer to leap into technology future,
2016-11-29,Appeals court lets Yellowstone club's developer sue lawyer,
2016-11-30,"US STOCKS-S&P 500 edges lower; tech, utility losses offset energy rally",
2016-11-30,Curbs on extremist online content threaten free speech: report,
2016-11-30,Curbs on extremist online content threaten free speech -report,
2016-12-01,"US STOCKS-Tech stocks weigh on S&P, Nasdaq",
2016-12-01,"Fallen smartphone brand Nokia challenges Apple, Samsung again",
2016-12-01,"US STOCKS-S&P, Nasdaq dragged lower by tech; Dow hits record close",
2016-12-01,"US STOCKS-S&P, Nasdaq dragged down by losses in tech stocks",
2016-12-04,EU urges U.S. tech giants to act faster against hate speech,
2016-12-05,Kenya promises crackdown as teachers push for ban on UK-backed private schools,
2016-12-06,DEALTALK-Trump's corporate tax holiday could spur pharma M&A,
2016-12-06,EU clears with conditions Microsoft's $26 bln buy of LinkedIn,
2016-12-06,Trump's corporate tax holiday could spur pharma M&A,
2016-12-07,AT&T touts Time Warner merger at U.S. Senate hearing,
2016-12-12,Bill Gates leads $1 bln fund to invest in clean energy,
2016-12-12,Microsoft's venture arm started an artificial intelligence-focused fund http://bloom.bg/2gwmQk0 pic.twitter.com/PGrW67VQ69,
2016-12-12,"Bill Gates, investors launch $1 billion clean tech fund",
2016-12-13,Microsoft co-founder Bill Gates says innovation is key to solving the clean energy problem http://cnb.cx/2hIGF3R ,
2016-12-13,Microsoft co-founder Bill Gates says innovation is key to solving the clean energy problem http://cnb.cx/2hoFrxU pic.twitter.com/Ia2jMP69HX,
2016-12-13,Microsoft's venture arm started an artificial intelligence-focused fund http://bloom.bg/2hrK9IM pic.twitter.com/slDMjw9Ah9,
2016-12-13,This is how Microsoft and LinkedIn can make their expensive deal work http://bloom.bg/2hthanW pic.twitter.com/q1I5bLf1kY,
2016-12-13,"Microsoft is bringing Cortana to fridges, toasters, and thermostats http://trib.al/KQ25C6L ",
2016-12-13,"Why Google, Microsoft and Amazon love the sound of your voice http://bloom.bg/2gHj1XB pic.twitter.com/IksInrYbLL",
2016-12-13,"WhatsApp, Skype face tighter constraints under new EU privacy rules: draft",
2016-12-13,HMD launches its first new Nokia phones,
2016-12-13,"Microsoft co-founder Gates, Trump discuss innovation",
2016-12-13,"US STOCKS-Wall St adds to record rally, Dow approaches 20,000",
2016-12-13,"Factbox: Trump meetings include rapper Kanye West, Microsoft founder Bill Gates",
2016-12-13,EQT-backed software firm IFS buys Canada's Mxi Technologies,
2016-12-13,"Wall St. adds to record rally, Dow approaches 20,000",
2016-12-14,US STOCKS-Futures little changed ahead of Fed decision,
2016-12-14,Trump meets Silicon Valley elite after mutual mistrust in campaign,
2016-12-14,Google extends conservative outreach as Trump calls tech meeting,
2016-12-14,"Why Google, Microsoft and Amazon love the sound of your voice http://bloom.bg/2gKolJD pic.twitter.com/BVtYMJtTcc",
2016-12-14,This is how Microsoft and LinkedIn can make their expensive deal work http://bloom.bg/2gIT9L5 pic.twitter.com/G2tw8GpIpW,
2016-12-14,"Why Google, Microsoft and Amazon love the sound of your voice http://bloom.bg/2huBx4a pic.twitter.com/s2eyXQPFdD",
2016-12-14,Microsoft will release a translator app in artificial intelligence race against Google http://bloom.bg/2gJyFBJ pic.twitter.com/ER20yGca8L,
2016-12-15,Elevator makers think outside the box: and even sideways,
2016-12-16,Microsoft is shaping up to be the only pre-internet tech giant to escape the decline of its legacy product http://on.wsj.com/2hWnSC9 pic.twitter.com/KC8ioR3yIb,
2016-12-16,One cultural change at Microsoft: CEO Satya Nadella took aim at the company’s ‘not invented here’ bias http://on.wsj.com/2gJcecI ,
2016-12-16,Newcomers haven’t been shy about challenging Microsoft’s way of thinking http://on.wsj.com/2hCbqea ,
2016-12-16,Fidelity gives BlackRock an early leg up in robo advice brawl,
2016-12-17,"Why Google, Microsoft and Amazon love the sound of your voice http://bloom.bg/2gVRuBW pic.twitter.com/kInaCuY0jW",
2016-12-18,"Why Google, Microsoft and Amazon love the sound of your voice http://bloom.bg/2gY6IpX pic.twitter.com/D7lbdd5cpk",
2016-12-19,US STOCKS-Tech stocks drive Wall Street higher,
2016-12-19,US STOCKS-Wall St trims gains after truck kills shoppers in Germany,
2016-12-19,US STOCKS-Wall St extends rally but Germany truck deaths reduce gains,
2016-12-20,Special Report: How dependence on tax breaks corroded Puerto Rico's economy,
2016-12-20,Microsoft wins $927 million Pentagon contract -statement,
2016-12-20,Microsoft wins $927 million Pentagon contract: statement,
2016-12-20,Former Microsoft executive shares the advice that righted his career http://cnb.cx/2icsc0j ,
2016-12-20,JUST IN: Pentagon awards Microsoft a $927M contract for technical support & consulting services to support the Dept. of Defense.,
2016-12-20,Microsoft wins $927 million Pentagon contract: statement http://reut.rs/2h7Gcue pic.twitter.com/3X24glqwhn,
